clBlas, 1, 4,-cl-std=CL1.2,64,0.00439
myGEMM.cu, 1, 4,-cl-std=CL1.2,64,0.00008
myGEMM.cl, 1, 4,-cl-std=CL1.2,64,0.00003
   cuBLAS, 1, 4,-cl-std=CL1.2,128,0.00002
   clBlas, 1, 4,-cl-std=CL1.2,128,0.00003
myGEMM.cu, 1, 4,-cl-std=CL1.2,128,0.00009
myGEMM.cl, 1, 4,-cl-std=CL1.2,128,0.00010
   cuBLAS, 1, 4,-cl-std=CL1.2,256,0.00006
   clBlas, 1, 4,-cl-std=CL1.2,256,0.00018
myGEMM.cu, 1, 4,-cl-std=CL1.2,256,0.00066
myGEMM.cl, 1, 4,-cl-std=CL1.2,256,0.00063
   cuBLAS, 1, 4,-cl-std=CL1.2,512,0.00021
   clBlas, 1, 4,-cl-std=CL1.2,512,0.00180
myGEMM.cu, 1, 4,-cl-std=CL1.2,512,0.00500
myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.00495
   cuBLAS, 1, 4,-cl-std=CL1.2,1024,0.00103
   clBlas, 1, 4,-cl-std=CL1.2,1024,0.00361
myGEMM.cu, 1, 4,-cl-std=CL1.2,1024,0.04107
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,0.03701
   clBlas, 1, 8,-cl-std=CL1.2,64,0.00502
myGEMM.cu, 1, 8,-cl-std=CL1.2,64,0.00008
myGEMM.cl, 1, 8,-cl-std=CL1.2,64,0.00003
   cuBLAS, 1, 8,-cl-std=CL1.2,128,0.00002
   clBlas, 1, 8,-cl-std=CL1.2,128,0.00004
myGEMM.cu, 1, 8,-cl-std=CL1.2,128,0.00005
myGEMM.cl, 1, 8,-cl-std=CL1.2,128,0.00004
   cuBLAS, 1, 8,-cl-std=CL1.2,256,0.00005
   clBlas, 1, 8,-cl-std=CL1.2,256,0.00016
myGEMM.cu, 1, 8,-cl-std=CL1.2,256,0.00026
myGEMM.cl, 1, 8,-cl-std=CL1.2,256,0.00025
   cuBLAS, 1, 8,-cl-std=CL1.2,512,0.00020
   clBlas, 1, 8,-cl-std=CL1.2,512,0.00181
myGEMM.cu, 1, 8,-cl-std=CL1.2,512,0.00181
myGEMM.cl, 1, 8,-cl-std=CL1.2,512,0.00181
   cuBLAS, 1, 8,-cl-std=CL1.2,1024,0.00090
   clBlas, 1, 8,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 1, 8,-cl-std=CL1.2,1024,0.01777
